reference,settled_at_utc,amount,status
TXNA0DFE6102398,2026-07-15 08:14:47,"Rs. 3,00,175.11",SETTLED
TXNA0DFE6102269,2026-07-15 01:38:41,"6,99,073.04",SETTLED
TXNA0DFE6100314,2026-07-15 07:27:30,"3,97,476.26",SETTLED
TXNA0DFE6101253,2026-07-15 12:39:13,"5,88,152.95/-",SETTLED
TXNA0DFE6100142,2026-07-15 00:47:04,"Rs. 53,001.04",SETTLED
TXNA0DFE6103067,2026-07-15 01:24:19,"3,12,961.89",SETTLED
TXNA0DFE6101762,2026-07-15 04:51:46,"6,09,779.46",SETTLED
TXNA0DFE6101602,2026-07-15 05:23:51,"4,67,363.11/-",SETTLED
TXNA0DFE6101370,2026-07-15 14:57:40,"Rs. 7,14,582.02",SETTLED
TXNA0DFE6101848,2026-07-15 15:15:18,"5,23,897.52",SETTLED
TXNA0DFE6102326,2026-07-15 06:09:16,"22,512.81",SETTLED
TXNA0DFE6102311,2026-07-15 11:25:55,"1,70,470.09/-",SETTLED
TXNA0DFE6101696,2026-07-15 05:49:27,"Rs. 3,34,079.75",SETTLED
TXNA0DFE6103389,2026-07-15 04:36:25,"1,92,565.93",SETTLED
TXNA0DFE6101036,2026-07-15 14:23:45,"8,36,093.07",SETTLED
TXNA0DFE6100361,2026-07-15 11:45:03,"5,30,272.76/-",SETTLED
TXNA0DFE6103521,2026-07-15 03:35:43,"Rs. 3,45,961.27",SETTLED
TXNA0DFE6101126,2026-07-15 02:28:34,"5,76,868.60",SETTLED
TXNA0DFE6102300,2026-07-15 01:51:29,"7,53,378.89",SETTLED
TXNA0DFE6100567,2026-07-15 06:50:39,"28,619.94/-",SETTLED
TXNA0DFE6102689,2026-07-15 12:26:20,"Rs. 4,79,210.17",SETTLED
TXNA0DFE6101596,2026-07-15 02:23:59,"8,08,419.07",SETTLED
TXNA0DFE6101783,2026-07-15 14:05:28,"4,58,233.23",SETTLED
TXNA0DFE6101375,2026-07-15 06:33:07,"2,49,146.40/-",SETTLED
TXNA0DFE6100497,2026-07-15 09:33:37,"Rs. 6,99,981.00",SETTLED
TXNA0DFE6101209,2026-07-15 05:18:24,"3,21,187.29",SETTLED
TXNA0DFE6102734,2026-07-15 03:51:10,"6,56,198.57",SETTLED
TXNA0DFE6103561,2026-07-15 10:36:28,"2,83,639.96/-",SETTLED
TXNA0DFE6101118,2026-07-15 11:38:04,"Rs. 2,18,273.96",SETTLED
TXNA0DFE6100324,2026-07-15 01:42:38,"96,819.49",SETTLED
TXNA0DFE6100549,2026-07-15 14:37:43,"91,006.82",SETTLED
TXNA0DFE6101114,2026-07-15 14:41:18,"8,13,368.38/-",SETTLED
TXNA0DFE6100237,2026-07-15 06:18:25,"Rs. 2,64,755.80",SETTLED
TXNA0DFE6101801,2026-07-15 12:10:16,"6,64,413.81",SETTLED
TXNA0DFE6103227,2026-07-15 03:36:52,"4,93,381.75",SETTLED
TXNA0DFE6100716,2026-07-15 14:59:27,"4,67,543.37/-",SETTLED
TXNA0DFE6100108,2026-07-15 13:47:16,"Rs. 3,40,423.51",SETTLED
TXNA0DFE6103076,2026-07-15 10:27:50,"3,36,314.09",SETTLED
TXNA0DFE6100871,2026-07-15 04:41:54,"5,57,564.60",SETTLED
TXNA0DFE6101541,2026-07-15 12:56:28,"11,513.15/-",SETTLED
TXNA0DFE6103345,2026-07-15 09:45:45,"Rs. 8,62,113.03",SETTLED
TXNA0DFE6101340,2026-07-15 09:11:08,"2,84,319.08",SETTLED
TXNA0DFE6100227,2026-07-15 09:52:28,"6,01,193.18",SETTLED
TXNA0DFE6100601,2026-07-15 03:24:27,"4,32,574.64/-",SETTLED
TXNA0DFE6102703,2026-07-15 12:46:04,"Rs. 2,80,913.55",SETTLED
TXNA0DFE6103545,2026-07-15 04:35:26,"5,32,292.09",SETTLED
TXNA0DFE6103438,2026-07-15 03:54:54,"3,08,339.23",SETTLED
TXNA0DFE6100353,2026-07-15 12:12:42,"5,05,396.67/-",SETTLED
TXNA0DFE6100356,2026-07-15 07:49:02,"Rs. 6,47,642.20",SETTLED
TXNA0DFE6103718,2026-07-15 08:50:51,"6,53,283.67",SETTLED
TXNA0DFE6101786,2026-07-15 15:30:44,"1,70,878.79",SETTLED
TXNA0DFE6100669,2026-07-15 08:43:19,"7,43,196.63/-",SETTLED
TXNA0DFE6102954,2026-07-15 03:40:10,"Rs. 8,15,364.74",SETTLED
TXNA0DFE6103401,2026-07-15 05:20:53,"97,762.77",SETTLED
TXNA0DFE6100633,2026-07-15 00:31:50,"5,20,399.69",SETTLED
TXNA0DFE6103238,2026-07-15 11:42:08,"1,90,911.86/-",SETTLED
TXNA0DFE6102745,2026-07-15 07:41:34,"Rs. 1,20,556.19",SETTLED
TXNA0DFE6103576,2026-07-15 04:19:10,"76,568.42",SETTLED
TXNA0DFE6102446,2026-07-15 07:18:27,"6,58,892.70",SETTLED
TXNA0DFE6101288,2026-07-15 04:06:13,"5,36,044.36/-",SETTLED
TXNA0DFE6102131,2026-07-15 04:34:46,"Rs. 82,252.93",SETTLED
TXNA0DFE6100240,2026-07-15 12:31:54,"6,04,325.70",SETTLED
TXNA0DFE6102286,2026-07-15 05:27:55,"1,26,370.80",SETTLED
TXNA0DFE6101271,2026-07-15 16:22:46,"98,111.35/-",SETTLED
TXNA0DFE6100760,2026-07-15 06:02:40,"Rs. 2,37,559.29",SETTLED
TXNA0DFE6102346,2026-07-15 05:54:54,"38,593.20",SETTLED
TXNA0DFE6100369,2026-07-15 06:32:23,"1,08,447.77",SETTLED
TXNA0DFE6103615,2026-07-15 03:59:21,"2,18,514.37/-",SETTLED
TXNA0DFE6103257,2026-07-15 07:23:27,"Rs. 3,35,356.18",SETTLED
TXNA0DFE6101954,2026-07-15 00:44:46,"5,16,037.08",SETTLED
TXNA0DFE6102574,2026-07-15 09:16:07,"4,58,972.91",SETTLED
TXNA0DFE6100393,2026-07-15 04:51:52,"4,84,852.03/-",SETTLED
TXNA0DFE6103692,2026-07-15 07:52:49,"Rs. 4,17,050.67",SETTLED
TXNA0DFE6102289,2026-07-15 15:30:06,"6,71,656.45",SETTLED
TXNA0DFE6102824,2026-07-15 11:10:49,"8,98,990.65",SETTLED
TXNA0DFE6102721,2026-07-15 01:10:15,"73,861.38/-",SETTLED
TXNA0DFE6101935,2026-07-15 12:23:26,"Rs. 6,33,450.68",SETTLED
TXNA0DFE6102168,2026-07-15 14:35:34,"6,19,806.99",SETTLED
TXNA0DFE6100522,2026-07-15 12:03:22,"8,52,626.43",SETTLED
TXNA0DFE6103000,2026-07-15 13:47:31,"4,39,231.53/-",SETTLED
TXNA0DFE6100786,2026-07-15 06:10:32,"Rs. 7,82,866.71",SETTLED
TXNA0DFE6100485,2026-07-15 09:26:27,"8,53,233.90",SETTLED
TXNA0DFE6101859,2026-07-15 10:58:46,"1,45,489.80",SETTLED
TXNA0DFE6101073,2026-07-15 08:10:43,"2,47,281.69/-",SETTLED
TXNA0DFE6100916,2026-07-15 13:00:21,"Rs. 59,408.31",SETTLED
TXNA0DFE6100203,2026-07-15 10:41:19,"4,90,917.40",SETTLED
TXNA0DFE6101569,2026-07-15 12:07:48,"5,00,797.34",SETTLED
TXNA0DFE6100839,2026-07-15 01:16:47,"2,44,452.33/-",SETTLED
TXNA0DFE6100136,2026-07-15 07:55:23,"Rs. 6,09,359.19",SETTLED
TXNA0DFE6100999,2026-07-15 02:45:06,"69,001.59",SETTLED
TXNA0DFE6100062,2026-07-15 05:32:12,"7,95,467.94",SETTLED
TXNA0DFE6100479,2026-07-15 12:09:55,"7,95,314.14/-",SETTLED
TXNA0DFE6101551,2026-07-15 04:14:18,"Rs. 7,36,906.51",SETTLED
TXNA0DFE6100260,2026-07-15 14:17:11,"5,38,643.69",SETTLED
TXNA0DFE6102254,2026-07-15 14:53:58,"8,55,125.78",SETTLED
TXNA0DFE6100529,2026-07-15 01:26:46,"4,17,305.97/-",SETTLED
TXNA0DFE6102165,2026-07-15 15:20:24,"Rs. 7,96,695.40",SETTLED
TXNA0DFE6102834,2026-07-15 11:49:37,"6,46,761.24",SETTLED
TXNA0DFE6102034,2026-07-15 02:19:56,"2,61,409.83",SETTLED
TXNA0DFE6103271,2026-07-15 06:39:57,"4,81,433.81/-",SETTLED
TXNA0DFE6101974,2026-07-15 16:16:40,"Rs. 5,32,008.94",SETTLED
TXNA0DFE6102124,2026-07-15 00:45:04,"5,05,831.15",SETTLED
TXNA0DFE6100691,2026-07-15 03:30:55,"4,86,599.14",SETTLED
TXNA0DFE6103593,2026-07-15 03:56:01,"6,87,661.98/-",SETTLED
TXNA0DFE6103495,2026-07-15 05:57:03,"Rs. 5,79,127.49",SETTLED
TXNA0DFE6100372,2026-07-15 09:50:37,"2,94,587.73",SETTLED
TXNA0DFE6103279,2026-07-15 07:22:42,"4,06,915.92",SETTLED
TXNA0DFE6102977,2026-07-15 07:52:42,"7,72,528.60/-",SETTLED
TXNA0DFE6101973,2026-07-15 10:24:45,"Rs. 5,15,688.01",SETTLED
TXNA0DFE6102655,2026-07-15 07:39:13,"1,53,608.38",SETTLED
TXNA0DFE6101132,2026-07-15 11:14:14,"4,05,227.99",SETTLED
TXNA0DFE6101170,2026-07-15 11:35:09,"8,36,482.18/-",SETTLED
TXNA0DFE6101011,2026-07-15 07:43:30,"Rs. 6,00,956.99",SETTLED
TXNA0DFE6100885,2026-07-15 11:13:55,"1,76,356.06",SETTLED
TXNA0DFE6102931,2026-07-15 02:07:12,"1,98,193.40",SETTLED
TXNA0DFE6100978,2026-07-15 09:46:48,"4,17,202.92/-",SETTLED
TXNA0DFE6101478,2026-07-15 15:52:22,"Rs. 3,94,592.84",SETTLED
TXNA0DFE6102913,2026-07-15 03:44:17,"8,20,981.93",SETTLED
TXNA0DFE6103750,2026-07-15 03:33:34,"2,47,733.76",SETTLED
TXNA0DFE6101667,2026-07-15 15:28:29,"6,83,703.67/-",SETTLED
TXNA0DFE6102720,2026-07-15 14:45:59,"Rs. 84,332.45",SETTLED
TXNA0DFE6100176,2026-07-15 16:06:00,"7,25,313.32",SETTLED
TXNA0DFE6101258,2026-07-15 13:20:41,"14,575.95",SETTLED
TXNA0DFE6102501,2026-07-15 15:10:08,"1,77,879.75/-",SETTLED
TXNA0DFE6101649,2026-07-15 07:20:41,"Rs. 6,36,543.88",SETTLED
TXNA0DFE6100693,2026-07-15 00:44:25,"6,96,802.16",SETTLED
TXNA0DFE6100055,2026-07-15 11:19:32,"5,16,782.84",SETTLED
TXNA0DFE6103696,2026-07-15 04:08:46,"6,76,594.77/-",SETTLED
TXNA0DFE6100646,2026-07-15 00:32:22,"Rs. 6,84,844.72",SETTLED
TXNA0DFE6103118,2026-07-15 10:53:47,"18,256.18",SETTLED
TXNA0DFE6100172,2026-07-15 10:33:49,"3,87,882.10",SETTLED
TXNA0DFE6102191,2026-07-15 04:26:33,"6,72,061.33/-",SETTLED
TXNA0DFE6101117,2026-07-15 10:34:13,"Rs. 94,934.36",SETTLED
TXNA0DFE6103190,2026-07-15 04:49:46,"6,15,173.52",SETTLED
TXNA0DFE6103206,2026-07-15 12:03:41,"4,35,049.90",SETTLED
TXNA0DFE6100359,2026-07-15 06:07:46,"7,91,515.13/-",SETTLED
TXNA0DFE6101832,2026-07-15 01:24:35,"Rs. 8,63,188.67",SETTLED
TXNA0DFE6102524,2026-07-15 15:53:00,"3,45,320.34",SETTLED
TXNA0DFE6100600,2026-07-15 10:34:03,"7,94,182.18",SETTLED
TXNA0DFE6103251,2026-07-15 05:31:51,"12,975.63/-",SETTLED
TXNA0DFE6100002,2026-07-15 02:43:28,"Rs. 8,48,825.63",SETTLED
TXNA0DFE6100876,2026-07-15 03:14:10,"6,99,940.82",SETTLED
TXNA0DFE6102903,2026-07-15 11:17:35,"38,927.73",SETTLED
TXNA0DFE6102649,2026-07-15 08:50:22,"2,89,899.79/-",SETTLED
TXNA0DFE6102044,2026-07-15 02:55:28,"Rs. 3,73,512.30",SETTLED
TXNA0DFE6103050,2026-07-15 05:52:46,"1,16,408.14",SETTLED
TXNA0DFE6102469,2026-07-15 10:13:04,"2,67,715.32",SETTLED
TXNA0DFE6103444,2026-07-15 04:33:28,"6,88,973.17/-",SETTLED
TXNA0DFE6101302,2026-07-15 09:27:22,"Rs. 5,12,358.67",SETTLED
TXNA0DFE6101248,2026-07-15 12:46:33,"5,28,853.10",SETTLED
TXNA0DFE6102456,2026-07-15 01:36:19,"2,39,669.68",SETTLED
TXNA0DFE6103592,2026-07-15 02:24:35,"1,01,100.66/-",SETTLED
TXNA0DFE6100910,2026-07-15 10:50:10,"Rs. 3,02,044.51",SETTLED
TXNA0DFE6103240,2026-07-15 02:35:17,"6,39,234.49",SETTLED
TXNA0DFE6100332,2026-07-15 04:53:28,"8,20,577.91",SETTLED
TXNA0DFE6102742,2026-07-15 12:47:32,"58,141.55/-",SETTLED
TXNA0DFE6102899,2026-07-15 10:54:01,"Rs. 1,73,365.27",SETTLED
TXNA0DFE6103386,2026-07-15 10:42:36,"5,82,329.53",SETTLED
TXNA0DFE6200002,2026-07-15 05:42:15,"2,45,218.69",SETTLED
TXNA0DFE6102208,2026-07-15 01:34:26,"8,40,673.57/-",SETTLED
TXNA0DFE6102912,2026-07-15 14:55:38,"Rs. 8,18,622.20",SETTLED
TXNA0DFE6100394,2026-07-15 15:54:13,"3,49,571.87",SETTLED
TXNA0DFE6100769,2026-07-15 10:10:31,"8,93,320.92",SETTLED
TXNA0DFE6103262,2026-07-15 10:56:34,"3,64,114.01/-",SETTLED
TXNA0DFE6102821,2026-07-15 06:47:44,"Rs. 4,46,861.73",SETTLED
TXNA0DFE6100804,2026-07-15 05:29:23,"60,040.42",SETTLED
TXNA0DFE6101067,2026-07-15 00:53:57,"7,08,293.50",SETTLED
TXNA0DFE6300008,2026-07-14 21:30:41,"4,42,521.17/-",SETTLED
TXNA0DFE6102419,2026-07-15 00:48:01,"Rs. 7,97,718.82",SETTLED
TXNA0DFE6102459,2026-07-15 08:20:15,"1,28,202.43",SETTLED
TXNA0DFE6103065,2026-07-15 02:08:47,"8,93,606.91",SETTLED
TXNA0DFE6102570,2026-07-15 11:10:16,"7,85,967.36/-",SETTLED
TXNA0DFE6103365,2026-07-15 07:24:49,"Rs. 5,90,019.46",SETTLED
TXNA0DFE6102264,2026-07-15 10:06:49,"5,54,512.70",SETTLED
TXNA0DFE6100383,2026-07-15 02:22:31,"3,26,700.93",SETTLED
TXNA0DFE6101523,2026-07-15 07:51:36,"6,14,450.24/-",SETTLED
TXNA0DFE6103721,2026-07-15 11:37:58,"Rs. 1,75,424.33",SETTLED
TXNA0DFE6100959,2026-07-15 13:18:15,"6,62,890.61",SETTLED
TXNA0DFE6102073,2026-07-15 04:50:28,"72,148.35",SETTLED
TXNA0DFE6100598,2026-07-15 08:25:39,"3,23,745.61/-",SETTLED
TXNA0DFE6102465,2026-07-15 10:26:21,"Rs. 8,49,671.38",SETTLED
TXNA0DFE6100423,2026-07-15 15:21:02,"7,98,271.25",SETTLED
TXNA0DFE6103416,2026-07-15 12:18:21,"2,63,162.14",SETTLED
TXNA0DFE6103367,2026-07-15 11:42:26,"5,37,432.72/-",SETTLED
TXNA0DFE6100258,2026-07-15 09:26:22,"Rs. 7,51,006.07",SETTLED
TXNA0DFE6102505,2026-07-15 00:58:31,"2,49,748.93",SETTLED
TXNA0DFE6102918,2026-07-15 15:05:21,"8,17,613.33",SETTLED
TXNA0DFE6103239,2026-07-15 15:03:00,"5,77,238.51/-",SETTLED
TXNA0DFE6100202,2026-07-15 12:58:51,"Rs. 5,93,277.25",SETTLED
TXNA0DFE6100861,2026-07-15 10:54:28,"3,03,738.04",SETTLED
TXNA0DFE6500007,2026-07-15 14:11:05,"1,27,807.13",
TXNA0DFE6101711,2026-07-15 01:38:47,"7,84,108.74/-",SETTLED
TXNA0DFE6103691,2026-07-15 13:15:53,"Rs. 4,44,477.77",SETTLED
TXNA0DFE6101529,2026-07-15 07:19:13,"5,80,030.79",SETTLED
TXNA0DFE6103688,2026-07-15 07:09:42,"6,86,033.77",SETTLED
TXNA0DFE6102608,2026-07-15 14:45:05,"79,003.47/-",SETTLED
TXNA0DFE6100247,2026-07-15 07:36:10,"Rs. 3,04,256.73",SETTLED
TXNA0DFE6100401,2026-07-15 05:55:49,"2,44,036.37",SETTLED
TXNA0DFE6102933,2026-07-15 05:53:54,"5,49,473.63",SETTLED
TXNA0DFE6102188,2026-07-15 13:31:11,"4,54,847.50/-",SETTLED
TXNA0DFE6100304,2026-07-15 04:04:32,"Rs. 2,32,310.37",SETTLED
TXNA0DFE6100412,2026-07-15 11:37:21,"6,49,964.33",SETTLED
TXNA0DFE6100016,2026-07-15 16:20:26,"8,63,068.13",SETTLED
TXNA0DFE6103627,2026-07-15 08:14:15,"1,23,383.44/-",SETTLED
TXNA0DFE6101173,2026-07-15 12:22:57,"Rs. 1,75,279.87",SETTLED
TXNA0DFE6101044,2026-07-15 14:08:09,"7,67,277.01",SETTLED
TXNA0DFE6101850,2026-07-15 08:39:53,"1,83,704.98",SETTLED
TXNA0DFE6102651,2026-07-15 07:01:55,"7,42,030.04/-",SETTLED
TXNA0DFE6100392,2026-07-15 04:04:03,"Rs. 7,07,665.85",SETTLED
TXNA0DFE6103766,2026-07-15 07:23:15,"4,28,363.19",SETTLED
TXNA0DFE6200001,2026-07-15 05:41:32,"1,87,549.07",SETTLED
TXNA0DFE6101433,2026-07-15 01:29:21,"5,93,884.28/-",SETTLED
TXNA0DFE6103699,2026-07-15 07:52:27,"Rs. 6,08,041.84",SETTLED
TXNA0DFE6103461,2026-07-15 11:22:39,"2,21,992.36",SETTLED
TXNA0DFE6102637,2026-07-15 01:15:06,"5,94,421.39",SETTLED
TXNA0DFE6101765,2026-07-15 03:15:26,"5,15,644.03/-",SETTLED
TXNA0DFE6101159,2026-07-15 03:38:46,"Rs. 6,78,846.55",SETTLED
TXNA0DFE6102992,2026-07-15 10:32:28,"8,63,325.83",SETTLED
TXNA0DFE6103572,2026-07-15 10:49:37,"6,96,918.81",SETTLED
TXNA0DFE6101913,2026-07-15 09:15:13,"16,675.28/-",SETTLED
TXNA0DFE6101822,2026-07-15 05:11:43,"Rs. 8,43,619.98",SETTLED
TXNA0DFE6103451,2026-07-15 10:29:27,"5,44,904.66",SETTLED
TXNA0DFE6102966,2026-07-15 12:05:47,"2,40,767.00",SETTLED
TXNA0DFE6103609,2026-07-15 12:18:12,"4,94,024.53/-",SETTLED
TXNA0DFE6101772,2026-07-15 09:44:12,"Rs. 3,57,599.50",SETTLED
TXNA0DFE6102813,2026-07-15 01:46:24,"3,68,371.78",SETTLED
TXNA0DFE6100931,2026-07-15 07:09:31,"4,03,218.06",SETTLED
TXNA0DFE6100869,2026-07-15 13:39:38,"4,38,601.80/-",SETTLED
TXNA0DFE6100226,2026-07-15 04:03:19,"Rs. 7,24,346.67",SETTLED
TXNA0DFE6100355,2026-07-15 05:49:27,"6,38,284.66",SETTLED
TXNA0DFE6102615,2026-07-15 05:20:37,"6,02,202.47",SETTLED
TXNA0DFE6102181,2026-07-15 15:35:46,"7,98,489.71/-",SETTLED
TXNA0DFE6101984,2026-07-15 10:00:37,"Rs. 75,222.22",SETTLED
TXNA0DFE6101105,2026-07-15 03:46:03,"4,58,877.13",SETTLED
TXNA0DFE6101228,2026-07-15 03:28:15,"2,04,947.20",SETTLED
TXNA0DFE6102023,2026-07-15 04:52:57,"4,84,367.42/-",SETTLED
TXNA0DFE6103694,2026-07-15 02:06:45,"Rs. 7,81,355.21",SETTLED
TXNA0DFE6101007,2026-07-15 15:32:23,"3,76,220.92",SETTLED
TXNA0DFE6102057,2026-07-15 10:42:30,"1,47,101.36",SETTLED
TXNA0DFE6101879,2026-07-15 14:36:11,"4,24,368.70/-",SETTLED
TXNA0DFE6101914,2026-07-15 09:23:08,"Rs. 61,976.86",SETTLED
TXNA0DFE6102189,2026-07-15 05:43:07,"78,877.96",SETTLED
TXNA0DFE6102629,2026-07-15 15:36:09,"8,84,415.41",SETTLED
TXNA0DFE6102802,2026-07-15 01:20:09,"4,32,015.02/-",SETTLED
TXNA0DFE6100417,2026-07-15 13:47:56,"Rs. 4,96,120.57",SETTLED
TXNA0DFE6101996,2026-07-15 07:08:19,"6,94,785.12",SETTLED
TXNA0DFE6100617,2026-07-15 04:01:44,"1,10,476.35",SETTLED
TXNA0DFE6100041,2026-07-15 02:11:14,"5,46,463.85/-",SETTLED
TXNA0DFE6102417,2026-07-15 09:14:55,"Rs. 8,00,746.41",SETTLED
TXNA0DFE6101979,2026-07-15 11:22:48,"50,830.29",SETTLED
TXNA0DFE6100213,2026-07-15 07:39:57,"5,95,034.96",SETTLED
TXNA0DFE6103130,2026-07-15 04:16:29,"73,409.47/-",SETTLED
TXNA0DFE6101192,2026-07-15 00:41:33,"Rs. 8,33,866.14",SETTLED
TXNA0DFE6101023,2026-07-15 07:48:52,"7,18,499.49",SETTLED
TXNA0DFE6101185,2026-07-15 09:24:43,"2,23,576.09",SETTLED
TXNA0DFE6100554,2026-07-15 00:40:15,"5,62,606.93/-",SETTLED
TXNA0DFE6103414,2026-07-15 04:37:04,"Rs. 7,15,515.19",SETTLED
TXNA0DFE6102077,2026-07-15 06:40:06,"6,31,038.52",SETTLED
TXNA0DFE6100829,2026-07-15 15:35:12,"6,37,701.02",SETTLED
TXNA0DFE6101876,2026-07-15 06:46:08,"1,93,158.60/-",SETTLED
TXNA0DFE6102845,2026-07-15 10:31:19,"Rs. 1,57,086.14",SETTLED
TXNA0DFE6100922,2026-07-15 04:25:34,"3,94,602.94",SETTLED
TXNA0DFE6102139,2026-07-15 12:23:53,"31,070.73",SETTLED
TXNA0DFE6103430,2026-07-15 07:40:44,"43,816.73/-",SETTLED
TXNA0DFE6101577,2026-07-15 15:51:08,"Rs. 7,31,803.68",SETTLED
TXNA0DFE6102725,2026-07-15 13:00:43,"3,09,505.01",SETTLED
TXNA0DFE6102095,2026-07-15 09:36:22,"80,963.98",SETTLED
TXNA0DFE6101543,2026-07-15 08:25:16,"41,685.49/-",SETTLED
TXNA0DFE6101892,2026-07-15 14:19:48,"Rs. 6,73,398.23",SETTLED
TXNA0DFE6100825,2026-07-15 05:56:32,"8,55,841.83",SETTLED
TXNA0DFE6100870,2026-07-15 04:42:48,"19,741.43",SETTLED
TXNA0DFE6100764,2026-07-15 03:49:28,"6,24,181.83/-",SETTLED
TXNA0DFE6102544,2026-07-15 12:42:41,"Rs. 3,79,519.31",SETTLED
TXNA0DFE6102849,2026-07-15 14:39:15,"5,88,064.66",SETTLED
TXNA0DFE6102640,2026-07-15 16:06:47,"8,86,622.65",SETTLED
TXNA0DFE6102778,2026-07-15 09:01:00,"3,10,943.57/-",SETTLED
TXNA0DFE6103099,2026-07-15 13:14:46,"Rs. 4,12,462.20",SETTLED
TXNA0DFE6103788,2026-07-15 05:11:00,"1,17,318.88",SETTLED
TXNA0DFE6102697,2026-07-15 16:22:08,"2,27,314.95",SETTLED
TXNA0DFE6100003,2026-07-15 08:26:25,"8,76,947.82/-",SETTLED
TXNA0DFE6100913,2026-07-15 06:34:53,"Rs. 2,09,418.92",SETTLED
TXNA0DFE6100534,2026-07-15 07:43:26,"5,20,821.33",SETTLED
TXNA0DFE6100100,2026-07-15 04:18:28,"1,09,946.51",SETTLED
TXNA0DFE6102624,2026-07-15 10:29:16,"3,67,794.02/-",SETTLED
TXNA0DFE6101144,2026-07-15 03:34:20,"Rs. 6,55,762.29",SETTLED
TXNA0DFE6100376,2026-07-15 03:14:06,"5,60,605.93",SETTLED
TXNA0DFE6102480,2026-07-15 11:54:41,"2,71,297.14",SETTLED
TXNA0DFE6103409,2026-07-15 03:48:11,"76,878.29/-",SETTLED
TXNA0DFE6101317,2026-07-15 14:20:01,"Rs. 3,70,861.96",SETTLED
TXNA0DFE6102569,2026-07-15 00:48:32,"6,86,682.38",SETTLED
TXNA0DFE6103557,2026-07-15 05:33:43,"1,29,864.46",SETTLED
TXNA0DFE6103061,2026-07-15 07:17:00,"1,53,100.18/-",SETTLED
TXNA0DFE6100170,2026-07-15 08:06:10,"Rs. 5,58,673.43",SETTLED
TXNA0DFE6101536,2026-07-15 05:12:45,"93,625.17",SETTLED
TXNA0DFE6103047,2026-07-15 15:33:34,"5,76,739.18",SETTLED
TXNA0DFE6103437,2026-07-15 08:45:27,"1,58,620.67/-",SETTLED
TXNA0DFE6102961,2026-07-15 11:28:20,"Rs. 4,81,789.22",SETTLED
TXNA0DFE6101838,2026-07-15 12:44:32,"4,69,306.74",SETTLED
TXNA0DFE6102517,2026-07-15 00:42:17,"8,16,641.13",SETTLED
TXNA0DFE6100234,2026-07-15 01:31:42,"3,90,143.89/-",SETTLED
TXNA0DFE6103474,2026-07-15 11:38:56,"Rs. 6,12,060.78",SETTLED
TXNA0DFE6100238,2026-07-15 12:46:01,"7,68,580.75",SETTLED
TXNA0DFE6102686,2026-07-15 13:19:05,"6,17,172.18",SETTLED
TXNA0DFE6100940,2026-07-15 07:10:40,"20,763.22/-",SETTLED
TXNA0DFE6102412,2026-07-15 11:24:46,"Rs. 7,42,555.82",SETTLED
TXNA0DFE6101880,2026-07-15 06:11:43,"1,69,896.69",SETTLED
TXNA0DFE6101994,2026-07-15 00:38:52,"90,747.88",SETTLED
TXNA0DFE6102357,2026-07-15 01:07:18,"96,972.42/-",SETTLED
TXNA0DFE6102223,2026-07-15 10:24:43,"Rs. 1,20,969.19",SETTLED
TXNA0DFE6102136,2026-07-15 13:54:44,"3,71,764.10",SETTLED
TXNA0DFE6102542,2026-07-15 06:41:36,"3,17,430.74",SETTLED
TXNA0DFE6101940,2026-07-15 11:12:42,"5,79,140.49/-",SETTLED
TXNA0DFE6101864,2026-07-15 03:05:51,"Rs. 8,41,629.66",SETTLED
TXNA0DFE6102183,2026-07-15 15:23:07,"8,39,154.11",SETTLED
TXNA0DFE6102658,2026-07-15 14:02:41,"5,27,470.61",SETTLED
TXNA0DFE6103784,2026-07-15 02:28:52,"4,84,720.14/-",SETTLED
TXNA0DFE6103333,2026-07-15 05:44:25,"Rs. 7,77,682.75",SETTLED
TXNA0DFE6101877,2026-07-15 11:27:48,"8,49,250.16",SETTLED
TXNA0DFE6102861,2026-07-15 09:23:08,"3,12,165.01",SETTLED
TXNA0DFE6101685,2026-07-15 05:14:09,"1,33,664.65/-",SETTLED
TXNA0DFE6101059,2026-07-15 03:25:13,"Rs. 4,04,229.70",SETTLED
TXNA0DFE6100614,2026-07-15 08:27:29,"3,41,912.02",SETTLED
TXNA0DFE6103089,2026-07-15 05:43:21,"1,11,408.79",SETTLED
TXNA0DFE6102015,2026-07-15 09:27:55,"2,46,813.05/-",SETTLED
TXNA0DFE6103394,2026-07-15 15:28:31,"Rs. 7,43,049.52",SETTLED
TXNA0DFE6102846,2026-07-15 05:20:30,"7,92,917.58",SETTLED
TXNA0DFE6100232,2026-07-15 10:48:18,"3,84,371.82",SETTLED
TXNA0DFE6101175,2026-07-15 02:54:37,"3,12,838.01/-",SETTLED
TXNA0DFE6100387,2026-07-15 04:57:18,"Rs. 75,972.54",SETTLED
TXNA0DFE6100319,2026-07-15 14:48:56,"22,959.61",SETTLED
TXNA0DFE6100530,2026-07-15 11:42:33,"2,12,523.56",SETTLED
TXNA0DFE6101915,2026-07-15 03:58:39,"1,58,570.82/-",SETTLED
TXNA0DFE6103733,2026-07-15 12:18:41,"Rs. 7,77,624.48",SETTLED
TXNA0DFE6103115,2026-07-15 05:05:24,"2,54,267.39",SETTLED
TXNA0DFE6101701,2026-07-15 01:59:07,"7,00,496.59",SETTLED
TXNA0DFE6102953,2026-07-15 04:21:58,"1,21,481.18/-",SETTLED
TXNA0DFE6100290,2026-07-15 06:05:31,"Rs. 2,17,963.97",SETTLED
